ANO;DOCUMENTO;Nº ;ATO NORMATIVO;EMENTA;ÁREA MMA;ASSUNTO;LINK;STATUS;REVOGA
2001;DECRETO ;3942;Decreto nº 3.942, de 27 de setembro de 2001.;"Dá nova redação aos arts. 4o, 5o, 6o, 7o, 10 e 11 do Decreto no 99.274, de 6 de junho de 1990.
ALTERADO pelo Decreto nº 11.417, de 16 de fevereiro de 2023.";EXTERNO;CONAMA;http://www.planalto.gov.br/ccivil_03/decreto/2001/d3942.htm;VIGENTE;
2019;DECRETO ;9806;Decreto nº 9.806, de 28 de maio de 2019.;"Altera o Decreto nº 99.274, de 6 de junho de 1990, para dispor sobre a composição e o funcionamento do Conselho Nacional do Meio Ambiente - Conama.
REVOGADO pelo Decreto nº 11.417, de 16 de fevereiro de 2023.";EXTERNO;CONAMA;https://www.planalto.gov.br/ccivil_03/_ato2019-2022/2019/decreto/d9806.htm;REVOGADO;
2019;DECRETO ;9939;Decreto nº 9.939, de 24 de julho de 2019.;"Altera o Decreto nº 99.274, de 6 de junho de 1990, para dispor o Conselho Nacional do Meio Ambiente.
REVOGADO pelo Decreto nº 11.417, de 16 de fevereiro de 2023.";EXTERNO;CONAMA;http://www.planalto.gov.br/ccivil_03/_ato2019-2022/2019/decreto/D9939.htm;REVOGADO;
2022;DECRETO ;11018;Decreto nº 11.018, de 30 de março de 2022.;"Altera o Decreto nº 99.274, de 6 de junho de 1990, para dispor sobre a composição do Conselho Nacional do Meio Ambiente - Conama.
REVOGADO pelo Decreto nº 11.417, de 16 de fevereiro de 2023.";EXTERNO;CONAMA;http://www.planalto.gov.br/ccivil_03/_ato2019-2022/2022/decreto/D11018.htm;REVOGADO;
2010;LEI;12334;Lei nº 12.334, de 20 de setembro de 2010.;Estabelece a Política Nacional de Segurança de Barragens destinadas à acumulação de água para quaisquer usos, à disposição final ou temporária de rejeitos e à acumulação de resíduos industriais, cria o Sistema Nacional de Informações sobre Segurança de Barragens e altera a redação do art. 35 da Lei no 9.433, de 8 de janeiro de 1997, e do art. 4o da Lei no 9.984, de 17 de julho de 2000.;EXTERNO;RECURSOS HÍDRICOS;http://www.planalto.gov.br/ccivil_03/_ato2007-2010/2010/lei/l12334.htm;VIGENTE;
2023;INSTRUÇÃO NORMATIVA IBAMA;3;Instrução Normativa IBAMA nº 3, de 1º de fevereiro de 2023.;"Indica norma de referência para atendimento dos arts. 5º, 13 e Anexo da Resolução CONAMA Nº 492, de 20 de dezembro de 2018, que estabelece exigências das fases L7 e L8 do PROCONVE relativas a novos limites máximos de emissões de poluentes de veículos rodoviários leves; inclui o § 5º ao art. 7º da Instrução Normativa Nº 26, de 17 de dezembro de 2020, de 20 de dezembro de 2018, para fins de estender regra de emissões evaporativas e de reabastecimento da fase L7 para L8 do PROCONVE; e altera, para fins de adequação de texto e indicação das normas técnicas brasileiras referenciadas pelo IBAMA, as Instruções Normativas Nº 11, de 24 de julho de 2014, que dispõe sobre o ensaio de autonomia para veículos leves; Nº 29, de 29 de dezembro de 2020 e Nº 3, de 24 de fevereiro de 2021, que regulamentam dispositivos da Resolução CONAMA Nº 492, de 20 de dezembro de 2018.""";IBAMA;AGENDA AMBIENTAL URBANA;https://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=09/03/2023&jornal=515&pagina=42&totalArquivos=149;VIGENTE;
2023;PORTARIA MMA;403;Portaria MMA nº 403, de 10 de março de 2023.;"Disciplina o processo de seleção do representante dos povos e comunidades tradicionais e seu suplente no Plenário do CONAMA, conforme previsto no Art. 5º-A, inciso X, alínea ""g"", do Decreto nº 99.274, de 6 de junho 1990.";SECEX;CONAMA;https://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=13/03/2023&jornal=515&pagina=58&totalArquivos=165;VIGENTE;
2023;PORTARIA MMA;455;Portaria GM/MMA nº 455, de 26 de abril de 2023;"Disciplinar a indicação dos representantes previstos no art. 5º-A, inciso XI, alíneas ""e"", do Decreto nº 99.274, de 6 de junho 1990";DCONAMA;CONAMA;https://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=27/04/2023&jornal=529&pagina=51&totalArquivos=81;VIGENTE;
2023;PORTARIA MMA;456;Portaria GM/MMA nº 456, de 26 de abril de 2023;Dispõe sobre a indicação dos três representantes e respectivos suplentes de associações legalmente constituídas para a defesa dos recursos naturais e do combate à poluição, no âmbito do Conselho Nacional do Meio Ambiente;DCONAMA;CONAMA;https://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=27/04/2023&jornal=529&pagina=51&totalArquivos=81;VIGENTE;
2023;INSTRUÇÃO NORMATIVA IBAMA;25;Instrução Normativa IBAMA nº 25, de 6 de julho de 2023;Altera o item 1.1.1.15 e inclui novo item 6.3.1.6 no Anexo da Instrução Normativa 23, de 24 de setembro de 2020, que dispõe sobre os artigos 18 e 19 da Resolução CONAMA nº 492, de 20 de dezembro de 2018, para estabelecer especificações e critérios de verificação e certificação do Sistema de Diagnose a Bordo OBDBr-3, aplicados a veículos leves.;IBAMA;AGENDA AMBIENTAL URBANA;https://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=11/07/2023&jornal=515&pagina=39&totalArquivos=77;VIGENTE;
2023;RESOLUÇÃO CONAMA;504;Resolução CONAMA nº 504, de 8 de setembro de 2023;Art. 1º Fica revogada a Resolução CONAMA nº 502, de 08 de dezembro de 2021, que disciplina o cadastramento e recadastramento das Entidades Ambientalistas no CNEA.;DCONAMA;CONAMA;https://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=11/09/2023&jornal=515&pagina=36&totalArquivos=99;VIGENTE;Fica revogada a Resolução CONAMA nº 502, de 08 de dezembro de 2021
2023;INSTRUÇÃO NORMATIVA IBAMA;28;Instrução Normativa IBAMA nº 28, de 8 de dezembro  de 2023;Altera a Instrução Normativa Nº 23, de 26 de dezembro de 2022, que regulamenta o controle das emissões corporativas e a gestão de créditos de emissão de poluentes da fase PROCONVE L8, em conformidade com os arts. 4º e 26 da Resolução CONAMA Nº 492, de 2018;IBAMA;CLIMA;https://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=13/12/2023&jornal=515&pagina=107&totalArquivos=230;VIGENTE;
2023;PORTARIA MMA;895;Portaria GM/MMA nº 895, de 22 de dezembro de 2023;Submete à Consulta Pública, pelo prazo de 30 (trinta) dias, minuta de Portaria que estabelece os critérios para o cadastramento e a habilitação de verificador(es) de resultados, e a minuta de Edital de Chamamento Público, consoante previsão do inciso V do art. 27 e do caput do art. 28 do Decreto nº 11.413, de 13 de fevereiro de 2023, que institui sistemática de créditos de reciclagem, no âmbito dos sistemas de logística reversa de que trata o art. 33 da Lei nº 12.305, de 2 de agosto de 2010.;GM;GESTÃO ADMINISTRATIVA DO ÓRGÃO;https://www.in.gov.br/web/dou/-/portaria-gm/mma-n-895-de-22-de-dezembro-de-2023-533455895;VIGENTE;
2024;PORTARIA MMA;1018;Portaria GM/MMA nº 1.018, de 19 de março de 2024;Estabelece procedimentos para o cadastramento e habilitação de cooperativas e associações de catadores e catadoras de materiais recicláveis e reutilizáveis no Sistema Nacional de Informações sobre a Gestão dos Resíduos Sólidos - SINIR, conforme inciso IV do parágrafo único do art. 40 do Decreto nº 10.936, de 12 de janeiro de 2022.;SQA;AGENDA AMBIENTAL URBANA;https://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=20/03/2024&jornal=515&pagina=26&totalArquivos=164;VIGENTE;
2024;INSTRUÇÃO NORMATIVA IBAMA;5;Instrução Normativa IBAMA nº 5, de 15 de março de 2024;Dispõe sobre os critérios e procedimentos para a realização do Programa de Avaliação de Conformidade de Produção, de que trata o Artigo 32 da Resolução Conama nº 492, de 20 de dezembro de 2018, e o Artigo 21 da Resolução Conama 493, de 24 de junho de 2019.;IBAMA;AGENDA AMBIENTAL URBANA;https://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=20/03/2024&jornal=515&pagina=27&totalArquivos=164;VIGENTE;Art. 28. Ficam revogadas as Instruções Normativas nº 19, de 19 de dezembro de 2021, e nº 22, de 16 de dezembro de 2022.
2024;PORTARIA MMA;1063;Portaria GM/MMA nº 1063, de 14 de maio de 2024;Fica homologado o registro no Cadastro Nacional de Entidades Ambientalistas - CNEA das organizações aprovadas pela Comissão Permanente do CNEA:;DCONAMA;CONAMA;https://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=15/05/2024&jornal=515&pagina=57&totalArquivos=125;VIGENTE;
2024;INSTRUÇÃO NORMATIVA IBAMA;10;Instrução Normativa IBAMA nº 10, de 23 de maio de 2024;Altera a Instrução Normativa 21, de 16 de dezembro de 2022, em conformidade com os §§ 4° e 6° do art. 10 da Resolução CONAMA nº 493, de 24 de junho de 2019, para incluir as especificações e critérios do sistema de diagnose de bordo das funções de gerenciamento do motor que exerçam influência sobre as emissões de poluentes denominado Sistema de Diagnose de Bordo - OBD-M2 a ser exigido na fase PROMOT M5 para os veículos novos de motociclos, ciclomotores e similares, a partir de 1º de janeiro de 2025, e para todos os modelos, a partir de 1º de janeiro de 2027.;IBAMA;AGENDA AMBIENTAL URBANA;https://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=28/05/2024&jornal=515&pagina=133&totalArquivos=207;VIGENTE;
2024;DECRETO;12106;Decreto 12.106, de 10 de julho de 2024;Regulamenta o incentivo fiscal à cadeia produtiva da reciclagem estabelecido na Lei nº 14.260, de 8 de dezembro de 2021.;EXTERNO;AGENDA AMBIENTAL URBANA;https://www.planalto.gov.br/ccivil_03/_ato2023-2026/2024/decreto/d12106.htm;VIGENTE;
2024;OUTROS ATOS DE COLEGIADOS;132;Moção CONAMA nº 132, de 19 de julho de 2024;Os Conselheiros e Conselheiras do Conselho Nacional do Meio Ambiente - Conama, reunidos na 142ª Reunião Plenária Ordinária, no dia 12 de junho de 2024, no auditório do Ibama, em Brasília, expressam o apoio ao regime de urgência para apreciação e aprovação do Projeto de Lei nº 1818/2022, que estabelece a Política Nacional do Manejo Integrado do Fogo.;DCONAMA;QUEIMADAS E COMBATE AO DESMATAMENTO;https://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=23/07/2024&jornal=515&pagina=48&totalArquivos=157;VIGENTE;
2024;PORTARIA MMA;1109;Portaria GM/MMA nº 1.109, de 25 de julho de 2024;Homologa o registro de organizações no Cadastro Nacional de Entidades Ambientalistas - CNEA .;DCONAMA;CONAMA;https://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=26/07/2024&jornal=515&pagina=63&totalArquivos=154;VIGENTE;
